TMC,Severity,Start_Time,Start_Lat,Start_Lng,City,County,State (IL),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
201,2,6/21/2016 13:46,41.859257,-88.07637,Glen Ellyn,Dupage,,80.1,35,29.98,10,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 13:48,41.79594,-88.073105,Lisle,Dupage,,80.1,35,29.98,10,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 13:49,41.832581,-87.945557,Oak Brook,DuPage,,82,30,29.95,10,12.7,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 14:29,41.752609,-87.944847,Willowbrook,DuPage,,82.9,29,29.93,10,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 14:30,41.968346,-88.080093,Roselle,DuPage,,82,31,29.94,10,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 14:34,41.906677,-88.101532,Carol Stream,Dupage,,81,33,29.95,10,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 14:48,41.888832,-87.979111,Villa Park,Dupage,,82,31,29.94,10,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 16:04,41.888832,-87.979111,Villa Park,Dupage,,82.9,29,29.92,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 16:05,41.770344,-87.959869,Willowbrook,Dupage,,82.9,29,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/21/2016 16:21,41.80302,-87.788239,Berwyn,Cook,,82.9,29,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/21/2016 16:26,41.97876,-88.023132,Itasca,DuPage,,82.9,31,29.91,10,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/21/2016 17:24,42.053616,-87.868652,Des Plaines,Cook,,82,30,29.9,10,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:25,41.976879,-88.130112,Hanover Park,DuPage,,81,35,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:26,41.860764,-88.194687,West Chicago,DuPage,,81,35,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:27,41.882866,-88.053482,Glen Ellyn,Dupage,,81,35,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:27,41.998463,-88.065842,Roselle,Cook,,82.9,28,29.89,10,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:28,41.900593,-88.0326,Lombard,Dupage,,82.9,28,29.89,10,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:29,41.859425,-88.052635,Glen Ellyn,DuPage,,81,35,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:30,41.930374,-88.140121,Carol Stream,Dupage,,81,35,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:32,41.745495,-87.925179,Willowbrook,DuPage,,84,29,29.88,10,12.7,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:33,41.922844,-87.939743,Elmhurst,Dupage,,82.9,28,29.89,10,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:34,41.741638,-88.012421,Downers Grove,Dupage,,82.4,28,29.92,10,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:49,41.899502,-87.942406,Elmhurst,Dupage,,82.9,28,29.89,10,13.8,,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:50,41.735237,-88.01223,Downers Grove,DuPage,,82.4,29,29.92,10,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:50,41.731312,-88.0401,Woodridge,DuPage,,82.4,29,29.92,10,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 17:51,42.00539,-88.144722,Hanover Park,Cook,,81,35,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 18:16,41.864529,-88.09198,Wheaton,Dupage,,81,35,29.9,10,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 18:17,41.846661,-87.957726,Villa Park,DuPage,,82.9,28,29.89,10,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 18:27,41.81065,-87.950684,Clarendon Hills,Dupage,,82.9,32,29.86,10,13.8,,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 19:48,41.800289,-88.084702,Lisle,Dupage,,78.1,37,29.9,10,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 19:49,41.88686,-87.974136,Villa Park,Dupage,,79,35,29.89,10,11.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 19:49,41.98489,-88.080261,Roselle,Dupage,,79,35,29.89,10,11.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 19:50,41.803703,-87.926376,Hinsdale,Dupage,,81,33,29.88,10,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 19:51,41.890335,-87.952415,Elmhurst,DuPage,,79,35,29.89,10,11.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 20:24,41.790028,-87.956268,Clarendon Hills,Dupage,,79,35,29.88,10,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/21/2016 20:37,41.817905,-87.918243,Hinsdale,Dupage,,79,35,29.88,10,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
201,2,6/21/2016 22:26,41.899696,-87.939102,Elmhurst,DuPage,,72,51,29.91,10,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
201,3,6/22/2016 6:12,41.853321,-87.933167,Oak Brook,DuPage,,72,64,29.91,10,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 6:49,42.058395,-88.315392,Elgin,Kane,,64.9,87,29.9,10,5.8,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 7:00,42.019192,-88.268478,Elgin,Kane,,64.9,87,29.9,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 7:08,42.435631,-87.876167,Zion,Lake,,66,75,29.89,10,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 7:36,42.21809,-87.850586,Lake Forest,Lake,,70,68,29.91,10,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 7:44,41.856968,-88.160934,Wheaton,DuPage,,64,90,29.92,10,5.8,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,6/22/2016 9:40,41.74654,-87.845055,Justice,Cook,,72,71,29.89,10,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/22/2016 9:42,41.945839,-87.996407,Wood Dale,DuPage,,70,76,29.91,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 9:47,42.385956,-87.995926,Gurnee,Lake,,72,68,29.88,10,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 10:22,41.856403,-88.196686,West Chicago,DuPage,,68,84,29.94,10,9.2,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 11:13,41.887268,-88.018303,Lombard,Dupage,,69.1,84,29.98,10,12.7,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 11:18,41.81673,-87.925285,Hinsdale,Dupage,,71.1,75,29.96,10,10.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 12:24,41.859993,-88.088303,Wheaton,Dupage,,70,87,29.91,10,11.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 12:50,41.847084,-87.92942,Oak Brook,DuPage,,73,79,29.87,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 13:44,41.859993,-88.088303,Wheaton,Dupage,,73,76,29.88,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 13:46,41.859398,-88.059555,Glen Ellyn,Dupage,,73,76,29.88,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 13:46,41.857304,-87.957901,Villa Park,DuPage,,73,76,29.88,10,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 13:50,41.802299,-88.172478,Warrenville,DuPage,,73,76,29.88,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 14:44,41.865917,-88.09787,Wheaton,Dupage,,72,78,29.89,10,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 15:07,41.230064,-88.272598,Braceville,Grundy,,74.8,85,29.87,10,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 16:31,41.859383,-88.061501,Glen Ellyn,DuPage,,73.9,82,29.84,10,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 18:11,41.844688,-87.957802,Oak Brook,DuPage,,73.9,79,29.82,10,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 18:31,41.97229,-88.173828,Bartlett,Dupage,,73,81,29.78,10,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/22/2016 18:32,41.74654,-87.845055,Justice,Cook,,73.9,79,29.82,10,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 18:46,38.563812,-89.995293,Swansea,Saint Clair,,92.5,53,29.84,10,2.3,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 19:32,41.888832,-87.979111,Villa Park,Dupage,,73.9,73,29.77,10,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 20:03,42.004539,-88.139854,Hanover Park,Cook,,72,84,29.7,10,11.5,0,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 20:03,41.916405,-88.120583,Carol Stream,Dupage,,72,84,29.7,10,11.5,0,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/22/2016 21:35,41.859463,-88.049179,Glen Ellyn,Dupage,,71.1,90,29.81,3,6.9,0.1,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
201,2,6/22/2016 21:36,41.916042,-88.120651,Carol Stream,DuPage,,71.1,90,29.81,3,6.9,0.1,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
201,2,6/23/2016 5:58,41.75071,-88.030571,Woodridge,DuPage,,66.4,98,29.8,0.2,,,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 6:43,41.80764,-87.743118,Chicago,Cook,,69.1,90,29.8,1.2,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,6/23/2016 6:51,41.890068,-87.6492,Chicago,Cook,,69.1,90,29.8,1.2,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/23/2016 7:03,41.910694,-87.664993,Chicago,Cook,,69.1,90,29.8,1.2,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 7:47,41.845657,-87.623528,Chicago,Cook,,69.1,90,29.81,1.2,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 7:49,42.425163,-88.003769,Old Mill Creek,Lake,,66.9,97,29.83,2.5,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 8:18,42.219826,-88.066895,Lake Zurich,Lake,,66,100,29.87,2,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 8:21,41.930027,-87.874947,Franklin Park,Cook,,68,93,29.86,2.5,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 8:47,42.233463,-88.004242,Mundelein,Lake,,66.2,100,29.88,2,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 9:16,41.851089,-87.972588,Villa Park,DuPage,,68,93,29.87,6,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,6/23/2016 9:23,41.682453,-87.778664,Worth,Cook,,71.1,84,29.86,7,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 9:29,41.940636,-88.150421,Carol Stream,Dupage,,69.1,93,29.87,1,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/23/2016 9:55,41.838219,-87.630669,Chicago,Cook,,71.1,84,29.86,7,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,6/23/2016 10:07,41.962776,-87.746391,Chicago,Cook,,68,87,29.88,5,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 10:32,41.84679,-88.34008,Batavia,Kane,,69.1,93,29.88,2,6.9,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 10:50,42.34483,-87.894928,Waukegan,Lake,,64,90,29.88,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 11:14,41.842308,-88.202698,Warrenville,DuPage,,70,90,29.89,4,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 11:23,41.919827,-88.237778,West Chicago,Dupage,,71.1,87,29.89,6,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 11:42,41.83173,-88.201141,Warrenville,Dupage,,71.1,84,29.88,6,8.1,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 11:42,41.831429,-87.980438,Oak Brook,DuPage,,73.9,76,29.86,10,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,6/23/2016 11:55,42.236938,-88.112549,Barrington,Lake,,66.9,87,29.91,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
